"ID","year","month","count","Country","Region","x","y","trap_type","genus","species","life_stage","prov_code","prov_name","temperature_c","precip_mm","precip_anomaly_mm"
3339,2020,6,0,"Italy","Veneto",12.4,46.6,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",6.61171875000002,155.065447092056,-42.5466938842354
3339,2020,7,0,"Italy","Veneto",12.4,46.6,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",10.236474609375,291.969124227762,74.5746955674674
3339,2020,8,0,"Italy","Veneto",12.4,46.6,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",12.85341796875,199.433591216803,-28.929022273847
3339,2020,9,6,"Italy","Veneto",12.4,46.6,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",13.326806640625,303.832165896893,67.8830507011818
3339,2021,6,0,"Italy","Veneto",12.4,46.6,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",3.91640625000002,251.421340741217,53.8091997649255
3339,2021,7,0,"Italy","Veneto",12.4,46.6,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",12.29140625,177.261857315898,-40.1325713443969
3339,2021,8,24,"Italy","Veneto",12.4,46.6,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",12.902490234375,313.23426682502,84.8716533343707
3339,2021,9,0,"Italy","Veneto",12.4,46.6,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",11.620263671875,281.042091548443,45.0929763527321
3570,2018,6,0,"Italy","Veneto",12.4,46.5,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",8.59365234375002,281.641164794564,51.4930573159031
3570,2018,7,0,"Italy","Veneto",12.4,46.5,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",12.715966796875,148.012898862362,-99.9996651496206
3570,2018,8,3,"Italy","Veneto",12.4,46.5,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",14.38076171875,199.700965546072,-60.6079691289259
3570,2018,9,14,"Italy","Veneto",12.4,46.5,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",14.31484375,275.440482422709,6.13355111064658
3570,2019,6,0,"Italy","Veneto",12.4,46.5,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",4.04677734375002,243.308503180742,13.1603957020811
3570,2019,7,0,"Italy","Veneto",12.4,46.5,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",14.53798828125,202.004131861031,-46.0084321509514
3570,2019,8,2,"Italy","Veneto",12.4,46.5,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",14.502099609375,199.364748317748,-60.9441863572491
3570,2019,9,0,"Italy","Veneto",12.4,46.5,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",14.32265625,339.052591472864,69.7456601608013
3570,2020,6,0,"Italy","Veneto",12.4,46.5,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",8.03164062500002,179.884806275368,-50.2633012032935
3570,2020,7,11,"Italy","Veneto",12.4,46.5,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",11.279443359375,320.970956236124,72.9583922241415
3570,2020,8,5,"Italy","Veneto",12.4,46.5,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",13.87685546875,228.839050978422,-31.4698836965753
3570,2020,9,0,"Italy","Veneto",12.4,46.5,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",14.334619140625,351.486407220364,82.1794759083007
3570,2021,6,0,"Italy","Veneto",12.4,46.5,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",5.00234375000002,279.556245543063,49.4081380644015
3570,2021,7,3,"Italy","Veneto",12.4,46.5,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",13.305078125,198.581172153354,-49.4313918586288
3570,2021,8,5,"Italy","Veneto",12.4,46.5,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",13.943505859375,364.345637150109,104.036702475111
3570,2021,9,21,"Italy","Veneto",12.4,46.5,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",12.678857421875,316.126823425293,46.8198921132301
3797,2018,7,1,"Italy","Veneto",12,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",12.756982421875,161.474905908108,-91.1452461566244
3797,2018,8,13,"Italy","Veneto",12,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",14.55849609375,250.624789856374,-23.8959357208972
3797,2018,9,0,"Italy","Veneto",12,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",14.60390625,311.182780191302,41.8058490779783
3797,2019,6,67,"Italy","Veneto",12,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",3.85341796875002,229.893419891596,19.4060673405017
3797,2019,7,10,"Italy","Veneto",12,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",14.66103515625,218.440261669457,-34.1798903952752
3797,2019,8,0,"Italy","Veneto",12,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",14.740380859375,257.34278280288,-17.1779427743916
3797,2019,9,0,"Italy","Veneto",12,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",14.508203125,325.507011264563,56.1300801512386
3797,2020,6,0,"Italy","Veneto",12,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",8.42226562500002,183.43386054039,-27.0534920107041
3797,2020,7,0,"Italy","Veneto",12,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",11.509912109375,318.536404520273,65.9162524555411
3797,2020,8,8,"Italy","Veneto",12,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",14.29091796875,222.830649465322,-51.6900761119489
3797,2020,9,0,"Italy","Veneto",12,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",14.731103515625,363.024644553661,93.6477134403373
3797,2021,6,0,"Italy","Veneto",12,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",5.26601562500002,234.977574087679,24.4902215365853
3797,2021,7,0,"Italy","Veneto",12,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",13.801171875,236.147744581103,-16.4724074836288
3797,2021,8,15,"Italy","Veneto",12,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",14.265771484375,343.818356283009,69.2976307057376
3797,2021,9,28,"Italy","Veneto",12,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",13.079248046875,310.185864567757,40.8089334544326
3798,2018,6,0,"Italy","Veneto",12.1,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",9.46083984375002,258.55683721602,40.4016935665693
3798,2018,7,0,"Italy","Veneto",12.1,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",13.381982421875,163.49483281374,-91.6378625801631
3798,2018,8,3,"Italy","Veneto",12.1,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",15.11513671875,249.192788265646,-27.7314397972077
3798,2018,9,2,"Italy","Veneto",12.1,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",15.203515625,302.935374900699,30.4126596477415
3798,2019,6,0,"Italy","Veneto",12.1,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",4.67763671875002,235.755849629641,17.6007059801902
3798,2019,7,3,"Italy","Veneto",12.1,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",15.27626953125,210.835975594819,-44.2967197990843
3798,2019,8,12,"Italy","Veneto",12.1,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",15.289208984375,253.323939628899,-23.6002884339541
3798,2019,9,8,"Italy","Veneto",12.1,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",15.084375,324.023965746164,51.5012504932071
3798,2020,6,0,"Italy","Veneto",12.1,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",8.88515625000002,191.962122917175,-26.1930207322751
3798,2020,7,0,"Italy","Veneto",12.1,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",11.849755859375,334.487054497004,79.3543591031006
3798,2020,8,8,"Italy","Veneto",12.1,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",14.53701171875,241.927545517683,-34.9966825451702
3798,2020,9,0,"Italy","Veneto",12.1,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",15.010400390625,375.392980873585,102.870265620628
3798,2021,6,2,"Italy","Veneto",12.1,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",5.67226562500002,255.81666175276,37.66151810331
3798,2021,7,4,"Italy","Veneto",12.1,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",14.101953125,237.689120694995,-17.443574698908
3798,2021,8,0,"Italy","Veneto",12.1,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",14.613427734375,359.951701946557,83.0274738837034
3798,2021,9,0,"Italy","Veneto",12.1,46.4,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",13.430810546875,335.200160741806,62.6774454888488
4028,2020,6,0,"Italy","Veneto",12,46.3,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",9.29140625000002,205.311611294746,-25.7923242502979
4028,2020,7,6,"Italy","Veneto",12,46.3,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",12.097802734375,366.592649370432,95.7696379295417
4028,2020,8,0,"Italy","Veneto",12,46.3,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",14.71474609375,269.495885819197,-26.983363321051
